supermarket,prices_(£),prices_unit_(£),unit,names,date,category,own_brand
Morrisons,3.3,8.2,kg,Free From Gluten Fully Cooked Chicken Nuggets,20240413,free-from,False
Morrisons,2.05,2.05,l,Mighty Oat Based Semi Skimmed Not M…,20240413,free-from,False
Morrisons,1.95,6.5,kg,Morrisons Free From Corn Flakes,20240413,free-from,True
Morrisons,1.75,0.44,unit,Morrisons Free From Seeded Rolls,20240413,free-from,True
Morrisons,1.49,11.0,kg,Eat Real Hummus Chips Salt & Vinegar,20240413,free-from,False
Morrisons,2.75,5.7,l,Morrisons Free From 4 Chocolate…,20240413,free-from,True
Morrisons,2.7,15.9,kg,Schar Gluten Free Curvies Original Crisps,20240413,free-from,False
Morrisons,2.5,13.9,kg,The Real Yorkshire Pudding Company Gl…,20240413,free-from,False
Morrisons,2.35,15.7,kg,Morrisons Free From Flapjack,20240413,free-from,True
Morrisons,1.49,18.6,kg,Eat Real Quinoa Chips Sour…,20240413,free-from,False
Morrisons,2.05,2.05,l,Mighty Oat Based Whole Not Mi…,20240413,free-from,False
Morrisons,1.5,11.5,kg,Oddlygood Dreamy Lemon,20240413,free-from,False
Morrisons,2.5,8.3,kg,Morrisons Free From Beef Lasagne,20240413,free-from,True
Morrisons,2.25,2.25,l,Arla Lactofree Organic Semi Skimmed Milk,20240413,free-from,False
Morrisons,3.1,7.8,kg,Genius Gluten Free Sliced Spicy Fruit Loaf,20240413,free-from,False
Morrisons,1.0,40.0,kg,Milky Way Magic Stars Dairy Free Chocolate,20240413,free-from,False
Morrisons,2.6,17.3,kg,Schar Gluten Free Grissini,20240413,free-from,False
Morrisons,1.4,8.8,kg,Nairn's Gluten Free Choc Chip Oaties,20240413,free-from,False
Morrisons,1.6,10.7,kg,Schar Gluten Free Digestive Biscuits,20240413,free-from,False
Morrisons,1.9,1.9,l,Arla Jord Chilled Oat Drink,20240413,free-from,False
Morrisons,2.75,0.69,unit,BFree Wholegrain Pitta Bread,20240413,free-from,False
Morrisons,3.2,7.1,kg,Nairn's Gluten Free Oat Muesli,20240413,free-from,False
Morrisons,1.6,7.3,kg,Schar Gluten Free Crispbread,20240413,free-from,False
Morrisons,3.49,8.73,kg,Kirstys Cottage Pie With Sweet Potato Mash,20240413,free-from,False
Morrisons,2.85,11.2,kg,Morrisons Free From 6 Jam Tarts,20240413,free-from,True
Morrisons,2.1,2.1,l,Oatly The Original Oat Drink Skinny,20240413,free-from,False
Morrisons,2.45,16.3,kg,Lazy Day Tiffin,20240413,free-from,False
Morrisons,0.6,30.0,kg,Moo Free Original Bar,20240413,free-from,False
Morrisons,2.25,13.24,kg,Morrisons Free From Garlic & Herb Soft Cheese,20240413,free-from,True
Morrisons,1.2,4.8,kg,Morrisons The Best Free From…,20240413,free-from,True
Morrisons,1.3,2.6,l,Oatly Oat Drink Barista Edition,20240413,free-from,False
Morrisons,2.3,0.57,unit,We Love Cake Totally Toffee Sticky Toffee Slices,20240413,free-from,False
Morrisons,1.9,1.9,l,Arla Jord Chilled Oat & Hemp Drink,20240413,free-from,False
Morrisons,2.8,14.0,kg,Violife Smoky Cheddar Flavour Slices…,20240413,free-from,False
Morrisons,1.0,31.3,kg,Nomo Fruit & Crunch Bar,20240413,free-from,False
Morrisons,3.0,20.0,kg,Paxo Gluten Free Sage & Onion Stuffing Mix,20240413,free-from,False
Morrisons,2.7,15.9,kg,Schar Curvies BBQ,20240413,free-from,False
Morrisons,3.0,13.04,kg,Violife Greek White Block Veg…,20240413,free-from,False
Morrisons,1.3,8.7,kg,Good It's Gluten Free Golden Breadcrumbs,20240413,free-from,False
Morrisons,2.15,14.3,kg,Schar Gluten Free Chocolate Fingers,20240413,free-from,False
Morrisons,1.0,26.3,kg,Nomo Caramel Filled Chocolate Bar,20240413,free-from,False
Morrisons,1.2,34.3,kg,Moo Free Choccy Rocks Moofreesas,20240413,free-from,False
Morrisons,1.9,1.9,l,Arla Jord Chilled Oat & Vanilla Drink,20240413,free-from,False
Morrisons,3.25,1.63,unit,BFree Naan Breads Stone Baked Original,20240413,free-from,False
Morrisons,2.65,22.1,kg,Morrisons The Best Free From Chocolate Cake Bars,20240413,free-from,True
Morrisons,3.5,14.0,kg,Schar Gluten Free Mini Calzone…,20240413,free-from,False
Morrisons,2.5,25.0,kg,Schar Gluten Free Waffles 4 Pieces,20240413,free-from,False
